order_id,customer_id,order_date,product_name,category,quantity,unit_price,total_amount,status
ORD-0002416,CUST-009456,2024-10-01,Water Bottle,Lifestyle,6,17.13,102.78,Completed
ORD-0002417,CUST-007457,2026-03-09,Notebook Set,Stationery,1,11.68,11.68,Processing
ORD-0002418,CUST-005837,2026-04-10,Desk Organizer,Office,5,26.17,130.85,Completed
ORD-0002419,CUST-003778,2025-10-30,Desk Organizer,Office,1,26.18,26.18,Processing
ORD-0002420,CUST-000451,2025-06-30,Notebook Set,Stationery,2,13.76,27.52,Processing
ORD-0002421,CUST-000599,2026-07-12,Ergonomic Chair,Furniture,5,248.56,1242.8,Cancelled
ORD-0002422,CUST-000419,2025-07-06,Desk Organizer,Office,1,24.91,24.91,Shipped
ORD-0002423,CUST-009793,2025-07-22,Ergonomic Chair,Furniture,1,227.69,227.69,Completed
ORD-0002424,CUST-009667,2025-07-20,Wireless Mouse,Electronics,6,28.08,168.48,Completed
ORD-0002425,CUST-008802,2023-07-09,Webcam,Electronics,5,76.26,381.3,Shipped
ORD-0002426,CUST-005408,2024-10-10,Noise-Canceling Headphones,Electronics,5,169.47,847.35,Returned
ORD-0002427,CUST-004472,2026-02-09,Ergonomic Chair,Furniture,4,229.15,916.6,Returned
ORD-0002428,CUST-003980,2024-01-13,Mechanical Keyboard,Electronics,1,80.99,80.99,Shipped
ORD-0002429,CUST-000847,2025-01-11,USB-C Hub,Electronics,2,53.6,107.2,Shipped
ORD-0002430,CUST-003374,2022-08-20,Standing Desk,Furniture,2,375.06,750.12,Completed
ORD-0002431,CUST-009510,2025-09-03,Laptop Stand,Office,4,41.14,164.56,Shipped
ORD-0002432,CUST-002281,2024-10-17,Noise-Canceling Headphones,Electronics,1,174.65,174.65,Cancelled
ORD-0002433,CUST-003563,2021-11-27,Ergonomic Chair,Furniture,3,257.37,772.11,Cancelled
ORD-0002434,CUST-008037,2026-04-07,Backpack,Lifestyle,6,58.95,353.7,Completed
ORD-0002435,CUST-008854,2025-08-24,Ergonomic Chair,Furniture,3,236.42,709.26,Completed
ORD-0002436,CUST-008268,2026-03-25,USB-C Hub,Electronics,3,52.39,157.17,Returned
ORD-0002437,CUST-008520,2026-08-07,Backpack,Lifestyle,6,58.8,352.8,Completed
ORD-0002438,CUST-003616,2023-08-25,USB-C Hub,Electronics,5,48.26,241.3,Shipped
ORD-0002439,CUST-009468,2024-02-10,Desk Organizer,Office,2,24.58,49.16,Shipped
ORD-0002440,CUST-001363,2026-04-08,Mechanical Keyboard,Electronics,2,94.14,188.28,Returned
ORD-0002441,CUST-001859,2025-03-21,Standing Desk,Furniture,1,390.65,390.65,Completed
ORD-0002442,CUST-002311,2022-05-30,Notebook Set,Stationery,6,11.73,70.38,Processing
ORD-0002443,CUST-005219,2024-05-02,Laptop Stand,Office,4,43.08,172.32,Completed
ORD-0002444,CUST-005759,2022-04-13,Mechanical Keyboard,Electronics,4,90.19,360.76,Shipped
ORD-0002445,CUST-007238,2025-07-16,Webcam,Electronics,5,71.26,356.3,Returned
ORD-0002446,CUST-009913,2026-04-19,USB-C Hub,Electronics,1,51.7,51.7,Returned
ORD-0002447,CUST-003886,2025-05-18,Desk Organizer,Office,6,25.29,151.74,Processing
ORD-0002448,CUST-007586,2025-03-18,Noise-Canceling Headphones,Electronics,1,171.23,171.23,Shipped
ORD-0002449,CUST-001906,2026-09-06,Mechanical Keyboard,Electronics,4,84.85,339.4,Shipped
ORD-0002450,CUST-009525,2025-01-27,Noise-Canceling Headphones,Electronics,4,185.21,740.84,Completed
ORD-0002451,CUST-007302,2026-04-27,Standing Desk,Furniture,1,428.36,428.36,Completed
ORD-0002452,CUST-000201,2025-01-03,Wireless Mouse,Electronics,2,32.18,64.36,Returned
ORD-0002453,CUST-005904,2025-12-06,Notebook Set,Stationery,3,12.38,37.14,Completed
ORD-0002454,CUST-003426,2023-03-21,Wireless Mouse,Electronics,4,28.25,113,Processing
ORD-0002455,CUST-004610,2025-11-28,Ergonomic Chair,Furniture,3,229.88,689.64,Cancelled
ORD-0002456,CUST-007612,2025-02-16,Backpack,Lifestyle,2,56.51,113.02,Completed
ORD-0002457,CUST-004389,2026-08-13,Ergonomic Chair,Furniture,3,233.18,699.54,Returned
ORD-0002458,CUST-003048,2025-04-19,Noise-Canceling Headphones,Electronics,5,179.78,898.9,Completed
ORD-0002459,CUST-008654,2026-06-25,Backpack,Lifestyle,5,61.5,307.5,Shipped
ORD-0002460,CUST-006014,2025-06-20,Noise-Canceling Headphones,Electronics,5,165.78,828.9,Returned
ORD-0002461,CUST-003081,2025-03-19,Webcam,Electronics,5,68.27,341.35,Returned
ORD-0002462,CUST-007083,2024-12-10,Webcam,Electronics,3,67.63,202.89,Returned
ORD-0002463,CUST-005487,2025-01-05,Ergonomic Chair,Furniture,1,237.56,237.56,Returned
ORD-0002464,CUST-003464,2026-04-09,Desk Organizer,Office,5,25.12,125.6,Shipped
ORD-0002465,CUST-006840,2026-02-01,Wireless Mouse,Electronics,6,28.28,169.68,Completed
ORD-0002466,CUST-007711,2025-04-18,USB-C Hub,Electronics,1,52.96,52.96,Cancelled
ORD-0002467,CUST-007013,2025-07-04,Backpack,Lifestyle,5,64.05,320.25,Processing
ORD-0002468,CUST-007667,2026-08-04,Webcam,Electronics,6,66.61,399.66,Cancelled
ORD-0002469,CUST-001364,2024-06-19,Notebook Set,Stationery,3,12.45,37.35,Cancelled
ORD-0002470,CUST-004957,2022-08-21,Desk Organizer,Office,4,22.1,88.4,Returned
ORD-0002471,CUST-006742,2023-12-10,Standing Desk,Furniture,6,416.94,2501.64,Cancelled
ORD-0002472,CUST-001900,2025-10-28,Laptop Stand,Office,3,46.87,140.61,Returned
ORD-0002473,CUST-008012,2024-05-31,USB-C Hub,Electronics,2,51.77,103.54,Completed
ORD-0002474,CUST-009170,2024-08-01,Noise-Canceling Headphones,Electronics,4,195,780,Completed
ORD-0002475,CUST-008683,2026-08-19,Notebook Set,Stationery,6,13.09,78.54,Cancelled
ORD-0002476,CUST-009051,2023-01-24,Wireless Mouse,Electronics,6,31.1,186.6,Completed
ORD-0002477,CUST-001755,2026-08-25,Desk Organizer,Office,2,25.09,50.18,Processing
ORD-0002478,CUST-001633,2026-06-06,Laptop Stand,Office,1,48.94,48.94,Processing
ORD-0002479,CUST-009351,2023-06-11,Mechanical Keyboard,Electronics,1,93.72,93.72,Returned
ORD-0002480,CUST-003791,2025-11-04,USB-C Hub,Electronics,1,45.99,45.99,Completed
ORD-0002481,CUST-002251,2024-11-21,Webcam,Electronics,2,69.79,139.58,Processing
ORD-0002482,CUST-003289,2026-02-12,Backpack,Lifestyle,2,57.1,114.2,Completed
ORD-0002483,CUST-002907,2022-12-04,Mechanical Keyboard,Electronics,2,88.09,176.18,Completed
ORD-0002484,CUST-002860,2023-08-24,Webcam,Electronics,1,75.88,75.88,Shipped
ORD-0002485,CUST-008042,2026-06-23,Wireless Mouse,Electronics,2,29.33,58.66,Returned
ORD-0002486,CUST-001595,2024-06-03,Standing Desk,Furniture,5,436.91,2184.55,Returned
ORD-0002487,CUST-009418,2022-05-01,Noise-Canceling Headphones,Electronics,2,185.36,370.72,Completed
ORD-0002488,CUST-003493,2026-07-22,Wireless Mouse,Electronics,5,27.29,136.45,Completed
ORD-0002489,CUST-003878,2025-09-20,Desk Organizer,Office,6,22.88,137.28,Completed
ORD-0002490,CUST-005509,2026-08-20,Backpack,Lifestyle,5,59.21,296.05,Returned
ORD-0002491,CUST-006243,2026-07-31,Water Bottle,Lifestyle,1,19.17,19.17,Shipped
ORD-0002492,CUST-009957,2022-06-09,Backpack,Lifestyle,6,60.28,361.68,Returned
ORD-0002493,CUST-001168,2023-04-16,Mechanical Keyboard,Electronics,1,94.84,94.84,Completed
ORD-0002494,CUST-008590,2023-07-05,Noise-Canceling Headphones,Electronics,1,174.12,174.12,Cancelled
ORD-0002495,CUST-002547,2025-10-09,Wireless Mouse,Electronics,6,29.03,174.18,Returned
ORD-0002496,CUST-008224,2023-12-13,Laptop Stand,Office,6,45.04,270.24,Returned
ORD-0002497,CUST-001555,2026-05-01,Water Bottle,Lifestyle,2,17.33,34.66,Completed
ORD-0002498,CUST-000230,2022-02-08,Desk Organizer,Office,2,24.37,48.74,Completed
ORD-0002499,CUST-006937,2026-06-09,Mechanical Keyboard,Electronics,3,90.73,272.19,Processing
ORD-0002500,CUST-008758,2022-06-19,Standing Desk,Furniture,5,394.76,1973.8,Processing
ORD-0002501,CUST-003613,2022-09-09,Desk Organizer,Office,6,26.64,159.84,Returned
ORD-0002502,CUST-005010,2026-06-28,Noise-Canceling Headphones,Electronics,6,173.91,1043.46,Cancelled
ORD-0002503,CUST-008221,2023-02-19,Laptop Stand,Office,5,46.29,231.45,Completed
ORD-0002504,CUST-007438,2026-08-07,Ergonomic Chair,Furniture,5,272.74,1363.7,Shipped
ORD-0002505,CUST-002670,2021-09-28,Laptop Stand,Office,6,45.11,270.66,Processing
ORD-0002506,CUST-000180,2025-11-25,Water Bottle,Lifestyle,1,20.33,20.33,Completed
ORD-0002507,CUST-009300,2025-08-23,Laptop Stand,Office,2,46.93,93.86,Shipped
ORD-0002508,CUST-004599,2026-04-26,Webcam,Electronics,4,71.97,287.88,Returned
ORD-0002509,CUST-003761,2026-02-05,Ergonomic Chair,Furniture,6,239.56,1437.36,Processing
ORD-0002510,CUST-001264,2022-07-18,USB-C Hub,Electronics,1,46.69,46.69,Cancelled
ORD-0002511,CUST-004175,2026-02-25,USB-C Hub,Electronics,5,52.13,260.65,Shipped
ORD-0002512,CUST-002201,2024-01-22,Webcam,Electronics,5,80.89,404.45,Completed
ORD-0002513,CUST-007701,2024-06-27,Mechanical Keyboard,Electronics,2,94.65,189.3,Shipped
ORD-0002514,CUST-005791,2020-09-21,USB-C Hub,Electronics,3,50.5,151.5,Cancelled
ORD-0002515,CUST-008084,2026-03-11,Webcam,Electronics,4,71.95,287.8,Shipped
ORD-0002516,CUST-009119,2026-03-31,Standing Desk,Furniture,5,398.16,1990.8,Returned
ORD-0002517,CUST-000282,2026-02-11,Noise-Canceling Headphones,Electronics,2,172.31,344.62,Returned
ORD-0002518,CUST-005152,2026-04-08,Standing Desk,Furniture,5,389.78,1948.9,Processing
ORD-0002519,CUST-000769,2025-11-03,USB-C Hub,Electronics,1,53.27,53.27,Cancelled
ORD-0002520,CUST-004565,2026-07-05,Wireless Mouse,Electronics,6,27.26,163.56,Shipped
ORD-0002521,CUST-004601,2022-03-18,Noise-Canceling Headphones,Electronics,2,169.43,338.86,Returned
ORD-0002522,CUST-004577,2026-07-10,Desk Organizer,Office,5,23.59,117.95,Completed
ORD-0002523,CUST-002854,2026-08-21,Notebook Set,Stationery,5,12.53,62.65,Completed
ORD-0002524,CUST-009627,2025-12-20,USB-C Hub,Electronics,6,44.31,265.86,Completed
ORD-0002525,CUST-006505,2022-10-29,Ergonomic Chair,Furniture,3,250.18,750.54,Cancelled
ORD-0002526,CUST-001244,2022-03-07,Webcam,Electronics,5,78.74,393.7,Completed
ORD-0002527,CUST-005366,2023-01-24,Noise-Canceling Headphones,Electronics,2,175.03,350.06,Returned
ORD-0002528,CUST-006942,2026-08-07,Desk Organizer,Office,5,25.84,129.2,Cancelled
ORD-0002529,CUST-003167,2025-12-20,Standing Desk,Furniture,1,408.43,408.43,Returned
ORD-0002530,CUST-000506,2025-12-23,Standing Desk,Furniture,6,409.95,2459.7,Completed
ORD-0002531,CUST-002365,2025-07-17,Mechanical Keyboard,Electronics,2,94.68,189.36,Completed
ORD-0002532,CUST-008484,2025-01-31,Laptop Stand,Office,1,41.48,41.48,Completed
ORD-0002533,CUST-004788,2025-01-21,Notebook Set,Stationery,6,12.52,75.12,Completed
ORD-0002534,CUST-000251,2025-09-08,Backpack,Lifestyle,5,59.72,298.6,Completed
ORD-0002535,CUST-006707,2026-03-10,Notebook Set,Stationery,6,11.93,71.58,Processing
ORD-0002536,CUST-001483,2024-02-21,Water Bottle,Lifestyle,5,19.49,97.45,Completed
ORD-0002537,CUST-009417,2025-05-17,Ergonomic Chair,Furniture,5,264.82,1324.1,Shipped
ORD-0002538,CUST-003377,2025-07-04,Standing Desk,Furniture,3,414.94,1244.82,Returned
ORD-0002539,CUST-008935,2021-12-30,Laptop Stand,Office,4,48.04,192.16,Processing
ORD-0002540,CUST-002472,2024-12-15,Laptop Stand,Office,1,47.77,47.77,Completed
ORD-0002541,CUST-000902,2025-02-03,Standing Desk,Furniture,5,399.69,1998.45,Cancelled
ORD-0002542,CUST-008403,2023-08-17,Webcam,Electronics,3,69.25,207.75,Completed
ORD-0002543,CUST-009284,2025-07-18,Notebook Set,Stationery,1,13.04,13.04,Completed
ORD-0002544,CUST-009448,2026-05-07,Water Bottle,Lifestyle,4,20.79,83.16,Completed
ORD-0002545,CUST-009964,2025-09-27,Noise-Canceling Headphones,Electronics,2,197.55,395.1,Completed
ORD-0002546,CUST-008194,2022-04-18,USB-C Hub,Electronics,6,52.01,312.06,Completed
ORD-0002547,CUST-002823,2024-09-25,Ergonomic Chair,Furniture,4,263.77,1055.08,Cancelled
ORD-0002548,CUST-002173,2025-06-08,Wireless Mouse,Electronics,2,27.02,54.04,Returned
ORD-0002549,CUST-008398,2026-03-31,Notebook Set,Stationery,6,13.98,83.88,Shipped
ORD-0002550,CUST-006821,2025-10-13,Notebook Set,Stationery,3,11.97,35.91,Completed
ORD-0002551,CUST-007715,2026-08-09,Standing Desk,Furniture,6,398.29,2389.74,Completed
ORD-0002552,CUST-000584,2026-07-08,Laptop Stand,Office,3,48.95,146.85,Returned
ORD-0002553,CUST-006393,2025-03-27,Laptop Stand,Office,3,41.68,125.04,Completed
ORD-0002554,CUST-004539,2026-01-29,Water Bottle,Lifestyle,2,18.71,37.42,Returned
ORD-0002555,CUST-006603,2026-05-20,USB-C Hub,Electronics,2,45.88,91.76,Processing
ORD-0002556,CUST-001344,2026-05-14,USB-C Hub,Electronics,3,47.43,142.29,Completed
ORD-0002557,CUST-002987,2021-11-22,Webcam,Electronics,3,67.17,201.51,Completed
ORD-0002558,CUST-000894,2026-01-02,Wireless Mouse,Electronics,5,30.53,152.65,Completed
ORD-0002559,CUST-001122,2024-10-30,Noise-Canceling Headphones,Electronics,3,185.92,557.76,Processing
ORD-0002560,CUST-002500,2026-03-18,Webcam,Electronics,5,73.07,365.35,Returned
ORD-0002561,CUST-009634,2024-04-10,USB-C Hub,Electronics,3,49.33,147.99,Returned
ORD-0002562,CUST-005951,2026-01-11,Wireless Mouse,Electronics,1,27.72,27.72,Cancelled
ORD-0002563,CUST-009537,2025-03-07,Ergonomic Chair,Furniture,1,237.97,237.97,Cancelled
ORD-0002564,CUST-006288,2025-06-18,Webcam,Electronics,2,69.25,138.5,Completed
ORD-0002565,CUST-006912,2023-07-27,Wireless Mouse,Electronics,1,29.22,29.22,Completed
ORD-0002566,CUST-009654,2025-02-26,Standing Desk,Furniture,2,435.25,870.5,Completed
ORD-0002567,CUST-007503,2024-12-12,Noise-Canceling Headphones,Electronics,2,178.19,356.38,Shipped
ORD-0002568,CUST-000041,2024-09-20,Water Bottle,Lifestyle,5,17.15,85.75,Completed
ORD-0002569,CUST-004338,2024-08-30,Ergonomic Chair,Furniture,1,231.61,231.61,Completed
ORD-0002570,CUST-009300,2024-01-25,Noise-Canceling Headphones,Electronics,3,179.7,539.1,Cancelled
ORD-0002571,CUST-001952,2024-10-27,Webcam,Electronics,4,74.75,299,Completed
ORD-0002572,CUST-005236,2023-06-26,Backpack,Lifestyle,1,59.84,59.84,Processing
ORD-0002573,CUST-003324,2026-06-13,Wireless Mouse,Electronics,4,30.53,122.12,Processing
ORD-0002574,CUST-005151,2025-08-14,USB-C Hub,Electronics,1,47.85,47.85,Completed
ORD-0002575,CUST-008107,2024-04-29,Desk Organizer,Office,5,22.38,111.9,Returned
ORD-0002576,CUST-004663,2025-08-18,Backpack,Lifestyle,6,63.82,382.92,Processing
ORD-0002577,CUST-003250,2026-08-02,Wireless Mouse,Electronics,3,27.56,82.68,Completed
ORD-0002578,CUST-004159,2026-04-08,Noise-Canceling Headphones,Electronics,4,166.09,664.36,Returned
ORD-0002579,CUST-009614,2024-08-06,Mechanical Keyboard,Electronics,5,82.07,410.35,Completed
ORD-0002580,CUST-007714,2022-03-04,Standing Desk,Furniture,6,437.15,2622.9,Completed
ORD-0002581,CUST-000660,2026-02-26,Notebook Set,Stationery,1,13.16,13.16,Processing
ORD-0002582,CUST-001826,2024-10-16,Webcam,Electronics,3,72.73,218.19,Processing
ORD-0002583,CUST-001811,2026-03-14,USB-C Hub,Electronics,5,44.88,224.4,Cancelled
ORD-0002584,CUST-003807,2025-12-22,USB-C Hub,Electronics,4,51.05,204.2,Shipped
ORD-0002585,CUST-001588,2024-12-31,Water Bottle,Lifestyle,5,17.29,86.45,Completed
ORD-0002586,CUST-002182,2024-07-19,Desk Organizer,Office,5,24.36,121.8,Completed
ORD-0002587,CUST-008105,2023-03-01,Laptop Stand,Office,3,40.7,122.1,Returned
ORD-0002588,CUST-003924,2024-11-24,Mechanical Keyboard,Electronics,1,91.95,91.95,Completed
ORD-0002589,CUST-007011,2021-11-29,Desk Organizer,Office,6,23.72,142.32,Processing
ORD-0002590,CUST-005889,2026-07-03,Notebook Set,Stationery,3,13.94,41.82,Cancelled
ORD-0002591,CUST-009494,2026-07-01,Laptop Stand,Office,3,47.86,143.58,Returned
ORD-0002592,CUST-000279,2025-04-29,Desk Organizer,Office,2,25.85,51.7,Completed
ORD-0002593,CUST-001416,2026-06-25,Standing Desk,Furniture,5,416.25,2081.25,Processing
ORD-0002594,CUST-006477,2025-08-20,Notebook Set,Stationery,1,13.77,13.77,Completed
ORD-0002595,CUST-007194,2025-06-23,Laptop Stand,Office,4,40.63,162.52,Completed
ORD-0002596,CUST-004115,2026-05-11,Noise-Canceling Headphones,Electronics,4,164.6,658.4,Returned
ORD-0002597,CUST-004505,2024-08-21,USB-C Hub,Electronics,1,50.24,50.24,Completed
ORD-0002598,CUST-004693,2023-08-07,Desk Organizer,Office,6,23.37,140.22,Returned
ORD-0002599,CUST-008411,2023-11-01,USB-C Hub,Electronics,1,52.5,52.5,Completed
ORD-0002600,CUST-001618,2026-01-23,USB-C Hub,Electronics,4,51.09,204.36,Completed
ORD-0002601,CUST-006016,2025-09-06,Standing Desk,Furniture,2,377.82,755.64,Completed
ORD-0002602,CUST-000985,2024-04-21,Ergonomic Chair,Furniture,4,249.95,999.8,Completed
ORD-0002603,CUST-005217,2025-12-28,Desk Organizer,Office,6,25.18,151.08,Completed
ORD-0002604,CUST-007962,2025-01-03,USB-C Hub,Electronics,6,46.54,279.24,Shipped
ORD-0002605,CUST-003675,2025-06-12,Water Bottle,Lifestyle,4,17.76,71.04,Cancelled
ORD-0002606,CUST-006107,2023-05-25,Backpack,Lifestyle,6,63.32,379.92,Cancelled
ORD-0002607,CUST-006571,2024-04-06,Water Bottle,Lifestyle,3,18.56,55.68,Processing
ORD-0002608,CUST-009475,2026-08-27,Notebook Set,Stationery,5,12.83,64.15,Returned
ORD-0002609,CUST-004267,2026-02-27,USB-C Hub,Electronics,2,50.39,100.78,Cancelled
ORD-0002610,CUST-009849,2025-10-17,Mechanical Keyboard,Electronics,1,83.63,83.63,Cancelled
ORD-0002611,CUST-003448,2024-01-01,Mechanical Keyboard,Electronics,6,95.51,573.06,Shipped
ORD-0002612,CUST-003937,2023-09-06,Standing Desk,Furniture,2,395.94,791.88,Shipped
ORD-0002613,CUST-007839,2023-06-12,Laptop Stand,Office,5,47.27,236.35,Processing
ORD-0002614,CUST-007893,2024-10-01,Wireless Mouse,Electronics,6,28.78,172.68,Shipped
ORD-0002615,CUST-007107,2024-03-09,Standing Desk,Furniture,1,416.17,416.17,Processing
ORD-0002616,CUST-008989,2023-05-25,Backpack,Lifestyle,6,60.06,360.36,Completed
ORD-0002617,CUST-005021,2026-02-16,Notebook Set,Stationery,4,12.23,48.92,Completed
ORD-0002618,CUST-006793,2024-01-12,Standing Desk,Furniture,2,388.21,776.42,Cancelled
ORD-0002619,CUST-000475,2024-04-15,Ergonomic Chair,Furniture,6,242.46,1454.76,Returned
ORD-0002620,CUST-008686,2021-11-20,Wireless Mouse,Electronics,3,28.66,85.98,Completed
ORD-0002621,CUST-007474,2026-08-29,Notebook Set,Stationery,6,13.21,79.26,Completed
ORD-0002622,CUST-007081,2026-05-09,Wireless Mouse,Electronics,4,30.07,120.28,Processing
ORD-0002623,CUST-002657,2025-04-04,Notebook Set,Stationery,5,13.18,65.9,Completed
ORD-0002624,CUST-008159,2026-08-30,Webcam,Electronics,4,71.22,284.88,Completed
ORD-0002625,CUST-001471,2022-12-04,Ergonomic Chair,Furniture,4,240.06,960.24,Shipped
ORD-0002626,CUST-004497,2026-05-30,Mechanical Keyboard,Electronics,1,84.14,84.14,Processing
ORD-0002627,CUST-006577,2025-03-14,Wireless Mouse,Electronics,3,28.46,85.38,Returned
ORD-0002628,CUST-006407,2025-11-03,Noise-Canceling Headphones,Electronics,5,179,895,Shipped
ORD-0002629,CUST-004589,2025-08-29,Notebook Set,Stationery,2,12.09,24.18,Processing
ORD-0002630,CUST-009343,2026-02-05,Laptop Stand,Office,4,43.59,174.36,Completed
ORD-0002631,CUST-009734,2023-01-23,Standing Desk,Furniture,5,362.14,1810.7,Cancelled
ORD-0002632,CUST-007219,2026-06-04,Ergonomic Chair,Furniture,6,251.86,1511.16,Cancelled
ORD-0002633,CUST-005535,2026-04-26,USB-C Hub,Electronics,5,44.46,222.3,Completed
ORD-0002634,CUST-003969,2026-08-25,Desk Organizer,Office,6,23.61,141.66,Shipped
ORD-0002635,CUST-008096,2026-08-24,Notebook Set,Stationery,5,11.86,59.3,Cancelled
ORD-0002636,CUST-008216,2026-08-23,Standing Desk,Furniture,3,436.13,1308.39,Completed
ORD-0002637,CUST-007100,2024-12-20,Desk Organizer,Office,4,22.76,91.04,Completed
ORD-0002638,CUST-008371,2026-09-03,Mechanical Keyboard,Electronics,3,92.83,278.49,Completed
ORD-0002639,CUST-003104,2025-04-04,Desk Organizer,Office,1,22.17,22.17,Cancelled
ORD-0002640,CUST-008017,2026-09-07,Standing Desk,Furniture,1,369.3,369.3,Processing
ORD-0002641,CUST-002225,2026-02-21,Webcam,Electronics,4,72.6,290.4,Completed
ORD-0002642,CUST-003925,2020-12-02,Laptop Stand,Office,4,47.95,191.8,Completed
ORD-0002643,CUST-001814,2026-09-05,Wireless Mouse,Electronics,1,32.43,32.43,Returned
ORD-0002644,CUST-001533,2025-04-18,Laptop Stand,Office,2,47.29,94.58,Cancelled
ORD-0002645,CUST-003208,2025-08-28,Backpack,Lifestyle,2,65.01,130.02,Cancelled
ORD-0002646,CUST-005245,2025-06-25,Desk Organizer,Office,2,23.78,47.56,Completed
ORD-0002647,CUST-000158,2025-11-20,Ergonomic Chair,Furniture,3,257.14,771.42,Shipped
ORD-0002648,CUST-003386,2026-08-07,Standing Desk,Furniture,4,432.45,1729.8,Returned
ORD-0002649,CUST-004023,2026-08-21,Water Bottle,Lifestyle,5,18.84,94.2,Completed
ORD-0002650,CUST-000159,2023-06-26,Notebook Set,Stationery,5,12.16,60.8,Completed
ORD-0002651,CUST-009328,2022-03-08,Notebook Set,Stationery,6,13.71,82.26,Completed
ORD-0002652,CUST-009450,2026-05-31,Laptop Stand,Office,4,48.37,193.48,Returned
ORD-0002653,CUST-005773,2026-04-12,Notebook Set,Stationery,5,12.9,64.5,Shipped
ORD-0002654,CUST-007817,2025-01-06,Backpack,Lifestyle,6,54.23,325.38,Completed
ORD-0002655,CUST-005292,2026-02-24,Water Bottle,Lifestyle,1,18.12,18.12,Completed
ORD-0002656,CUST-006520,2025-12-31,Webcam,Electronics,5,78.7,393.5,Completed
ORD-0002657,CUST-005259,2026-01-11,Mechanical Keyboard,Electronics,6,94.01,564.06,Shipped
ORD-0002658,CUST-004921,2024-09-06,Standing Desk,Furniture,6,398.79,2392.74,Returned
ORD-0002659,CUST-001424,2026-07-17,Standing Desk,Furniture,2,394.01,788.02,Shipped
ORD-0002660,CUST-000107,2025-11-14,Backpack,Lifestyle,5,57.21,286.05,Completed
ORD-0002661,CUST-006685,2022-07-06,Notebook Set,Stationery,5,12.8,64,Processing
ORD-0002662,CUST-000080,2026-04-27,Backpack,Lifestyle,1,57.37,57.37,Processing
ORD-0002663,CUST-004276,2025-10-20,USB-C Hub,Electronics,4,52.75,211,Completed
ORD-0002664,CUST-000351,2025-07-29,Standing Desk,Furniture,4,409.76,1639.04,Completed
ORD-0002665,CUST-006480,2022-01-02,Wireless Mouse,Electronics,5,31.64,158.2,Completed
ORD-0002666,CUST-006290,2023-01-13,USB-C Hub,Electronics,6,50.76,304.56,Cancelled
ORD-0002667,CUST-002453,2026-08-22,Desk Organizer,Office,3,23.95,71.85,Shipped
ORD-0002668,CUST-006068,2026-02-14,Backpack,Lifestyle,4,64.49,257.96,Cancelled
ORD-0002669,CUST-001246,2025-08-05,Desk Organizer,Office,1,25.07,25.07,Shipped
ORD-0002670,CUST-001542,2025-01-27,Backpack,Lifestyle,6,58.6,351.6,Returned
ORD-0002671,CUST-008634,2026-03-18,Desk Organizer,Office,3,25.38,76.14,Completed
ORD-0002672,CUST-006919,2026-04-09,Laptop Stand,Office,2,40.89,81.78,Completed
ORD-0002673,CUST-008832,2024-01-17,Wireless Mouse,Electronics,3,29.5,88.5,Completed
ORD-0002674,CUST-007551,2026-01-13,Backpack,Lifestyle,2,55.9,111.8,Processing
ORD-0002675,CUST-004703,2026-04-03,Laptop Stand,Office,6,44.1,264.6,Cancelled
ORD-0002676,CUST-003698,2021-11-10,Mechanical Keyboard,Electronics,5,88.18,440.9,Cancelled
ORD-0002677,CUST-002538,2023-10-27,Ergonomic Chair,Furniture,6,234.64,1407.84,Cancelled
ORD-0002678,CUST-006609,2026-06-26,Mechanical Keyboard,Electronics,2,86.6,173.2,Cancelled
ORD-0002679,CUST-000016,2024-06-11,Noise-Canceling Headphones,Electronics,6,177.78,1066.68,Shipped
ORD-0002680,CUST-006754,2024-08-17,Noise-Canceling Headphones,Electronics,5,181.27,906.35,Completed
ORD-0002681,CUST-008431,2024-04-08,Webcam,Electronics,4,72.37,289.48,Returned
ORD-0002682,CUST-006568,2022-07-24,USB-C Hub,Electronics,6,49.94,299.64,Processing
ORD-0002683,CUST-002780,2022-07-28,Ergonomic Chair,Furniture,1,247.83,247.83,Shipped
ORD-0002684,CUST-002533,2026-06-08,Laptop Stand,Office,2,43.23,86.46,Completed
ORD-0002685,CUST-005803,2025-05-20,USB-C Hub,Electronics,1,51.15,51.15,Completed
ORD-0002686,CUST-003949,2025-10-22,Noise-Canceling Headphones,Electronics,6,185.87,1115.22,Completed
ORD-0002687,CUST-004574,2026-09-06,Wireless Mouse,Electronics,4,32.78,131.12,Completed
ORD-0002688,CUST-008245,2025-07-09,Wireless Mouse,Electronics,2,28.88,57.76,Completed
ORD-0002689,CUST-000738,2024-04-09,USB-C Hub,Electronics,5,50.62,253.1,Shipped
ORD-0002690,CUST-005163,2023-07-12,Noise-Canceling Headphones,Electronics,4,180.59,722.36,Returned
ORD-0002691,CUST-007978,2025-10-25,Water Bottle,Lifestyle,2,18.35,36.7,Completed
ORD-0002692,CUST-004659,2026-08-30,Wireless Mouse,Electronics,5,31.53,157.65,Processing
ORD-0002693,CUST-002816,2022-06-14,Desk Organizer,Office,3,22.21,66.63,Completed
ORD-0002694,CUST-005876,2025-05-28,Laptop Stand,Office,4,45.57,182.28,Completed
ORD-0002695,CUST-007338,2025-12-26,Noise-Canceling Headphones,Electronics,5,181.06,905.3,Cancelled
ORD-0002696,CUST-007019,2026-02-07,Wireless Mouse,Electronics,3,28.67,86.01,Completed
